CustomerID,Name,State,Age,Gender
638,Micah Daramola,Kaduna,72,Male
639,Martina Laouali,Ebonyi,54,Male
640,Allen Aladefa,Oyo,19,Male
641,Grace Ajudua,Kebbi,67,Male
642,Griffin Anjorin,Kaduna,23,Male
643,Alec Coker,Jigawa,64,Male
644,Illiana Oliha,Sokoto,62,Male
645,Nita Igbinoghene,Enugu,41,Male
646,Piper Aderemi,Niger,75,Male
647,Zia Oteh,Kano,37,Male
648,Quamar Udoka,Taraba,59,Male
649,Lael Abadaki,Jigawa,38,Male
650,Delilah Balarabe,Akwa,46,Male
651,Kirsten Aladefa,Enugu,36,Male
652,Marsden Gwarzo,Oyo,66,Male
653,Jakeem Adeniran,Kaduna,62,Male
654,Christian Nwakaeme,Ibom,58,Male
655,Remedios Igbinoghene,Imo,28,Male
656,Timothy Onyeama,Gombe,66,Male
657,Melodie Coker,Ibom,47,Male
658,Sacha Udoka,Ibom,24,Male
659,August Adekugbe,Katsina,42,Male
660,Maxwell Coker,Plateau,56,Male
661,Yolanda Balarabe,Zamfara,54,Male
662,Porter Fuwape,Akwa,44,Male
663,Austin Onyeama,Rivers,62,Male
664,Chastity Abadaki,Gombe,55,Male
665,Heidi Onoja,Nasarawa,62,Male
666,September Daramola,Imo,49,Male
667,Xanthus Oteh,Borno,24,Male
668,Hope Abadaki,Bayelsa,40,Male
669,Chase Igbinoghene,Lagos,33,Male
670,Nomlanga Makinde,Nasarawa,33,Male
671,Wendy Ihemeje,Enugu,24,Male
672,Stuart Ameobi,Bauchi,67,Male
673,Keelie Nwakaeme,Benue,48,Male
674,Merritt Ameobi,Kwara,61,Male
675,Montana Onyeama,Kano,54,Male
676,Felix Adewumi,Kano,63,Male
677,Olympia Sofoluwe,Ebonyi,48,Male
678,Channing Adekugbe,Ekiti,71,Male
679,Amelia Ameobi,Enugu,34,Male
680,Candace Udoka,Akwa,62,Male
681,Rudyard Balarabe,Kebbi,20,Male
682,Paki Adewusi,Sokoto,41,Male
683,Joshua Aremu,Edo,24,Male
684,Lydia Osakwe,Taraba,67,Male
685,Barry Olunloyo,Adamawa,73,Male
686,Brenna Ujah,Borno,23,Male
687,Cedric Sofoluwe,Osun,45,Male
688,Mohammad Nwakaeme,Gombe,40,Male
689,Malcolm Ujah,Imo,44,Male
690,Marshall Osakwe,Ogun,23,Male
691,Beau Daramola,Bayelsa,70,Male
692,Diana Sofoluwe,Kogi,20,Male
693,Rowan Adejuyigbe,Ogun,53,Male
694,Henry Fuwape,Ondo,57,Male
695,Maxwell Onyeama,Taraba,43,Male
696,Hop Balarabe,Kwara,68,Male
697,Mona Ameobi,Gombe,41,Male
698,Nasim Maikori,Kwara,67,Male
699,Rosalyn Osakwe,Kogi,68,Male
700,Orli Ogedegbe,River,65,Male
701,Wyoming Ayanbadejo,Taraba,71,Male
702,Louis Makinde,Plateau,33,Male
703,Isaiah Akinde,Bauchi,65,Male
704,Jordan Daramola,Jigawa,49,Male
705,Jacqueline Chibuzor,Kaduna,44,Male
706,Vincent Daramola,Enugu,45,Male
707,Naida Adarabioyo,Sokoto,45,Male
708,Nathaniel Igbinoghene,Kogi,56,Male
709,Ian Umelo,River,30,Male
710,Justin Olunloyo,Ondo,71,Male
711,Hollee Olunloyo,Kwara,62,Male
712,Fleur Umelo,Rivers,41,Male
713,Caleb Nwakaeme,Osun,70,Male
714,Stacey Chibuzor,Kebbi,33,Male
715,Zelda Adewusi,Cross,66,Male
716,Neil Balarabe,Akwa,57,Male
717,Myles Osakwe,Delta,27,Male
718,Althea Nwakaeme,Imo,51,Male
719,Rigel Adejuyigbe,Ondo,23,Male
720,Omar Olonisakin,Benue,46,Male
721,Roth Gwarzo,Edo,69,Male
722,Hilel Abaribe,Kano,55,Male
723,Fuller Osakwe,Edo,60,Male
724,Felix Balarabe,Kaduna,23,Male
725,Ciaran Udoka,Edo,51,Male
726,Shaine Laouali,Ibom,48,Male
727,Nayda Abaribe,Ogun,71,Male
728,Madonna Abagun,Delta,41,Male
729,Ima Adewumi,Ekiti,19,Male
730,Maggie Adarabioyo,Kano,29,Male
731,Calvin Umelo,Rivers,25,Male
732,Dylan Anjorin,Ebonyi,33,Male
733,Ryan Bakare,Kano,55,Male
734,Cheyenne Okojie,Akwa,34,Male
735,Henry Adewusi,Bayelsa,62,Male
736,Gary Olaoye,Gombe,74,Male
737,Bruno Adewusi,Osun,34,Male
738,Kuame Adejuyigbe,Cross,62,Male
739,Kelsie Buraimoh,Cross,46,Male
740,Sydnee Ameobi,Sokoto,24,Male
741,Iona Buraimoh,Osun,69,Male
742,Camille Olonisakin,Ondo,52,Male
743,Jolie Oteh,Nasarawa,74,Male
744,Ferris Daramola,Osun,60,Male
745,Melinda Okojie,Benue,73,Male
746,Kelly Ihemeje,Edo,57,Male
747,Isaac Balarabe,Lagos,43,Male
748,Irene Chibuzor,Ekiti,21,Male
749,Bertha Olonisakin,Ekiti,68,Male
750,Sacha Ihemeje,Ekiti,52,Male
751,Kyra Fuwape,Cross,50,Male
752,Daria Daramola,Sokoto,72,Male
753,Amir Onyeama,Abia,65,Male
754,Rana Bakare,Sokoto,30,Male
755,Calvin Aneke,Ebonyi,44,Male
756,Andrew Aladefa,Ekiti,23,Male
757,Davis Idonije,Borno,66,Male
758,Amelia Chibuzor,Cross,70,Male
759,Amena Sofoluwe,Edo,53,Male
760,Honorato Ayanbadejo,River,60,Male
761,Hedley Bakare,Akwa,46,Male
762,Dahlia Balarabe,Anambra,23,Male
763,Naomi Olaoye,Kwara,63,Male
764,Tyler Ogunode,Enugu,60,Male
765,Marny Chibuzor,Delta,72,Male
766,Quentin Abagun,Oyo,74,Male
767,Fay Oteh,Plateau,20,Male
768,Calista Umelo,Katsina,72,Male
769,Gloria Aneke,Kano,44,Male
770,Nelle Anjorin,Anambra,27,Male
771,Garth Aderemi,Rivers,45,Male
772,Paul Olaoye,Zamfara,53,Male
773,Edward Onoja,Osun,72,Male
774,Alisa Okojie,Plateau,63,Male
775,Prescott Olunloyo,Adamawa,75,Male
776,Hedda Nwakaeme,Osun,66,Male
777,Miranda Akinde,Niger,30,Male
778,Hakeem Buraimoh,Ekiti,68,Male
779,Madeline Adewusi,Nasarawa,45,Male
780,Hedy Aneke,Ebonyi,39,Male
781,Ciaran Gwarzo,Lagos,30,Male
782,Grace Ameobi,Cross,51,Male
783,Lisandra Adewusi,Kwara,19,Male
784,Wilma Ogunode,Nasarawa,58,Male
785,Ayanna Ajudua,Oyo,63,Male
786,Paul Aderemi,Osun,73,Male
787,Hanae Ajudua,Akwa,57,Male
788,Marny Olunloyo,Katsina,43,Male
789,Carter Gwarzo,Niger,22,Male
790,Echo Adewumi,Benue,22,Male
791,Quinn Adewusi,Osun,39,Male
792,Wang Aladefa,Gombe,19,Male
793,Rhoda Ogunode,Akwa,53,Male
794,Martha Daramola,Borno,58,Male
795,Jaime Laouali,Adamawa,37,Male
796,Noble Onoja,Ogun,23,Male
797,Marshall Buraimoh,Adamawa,67,Male
798,Brady Ogedegbe,Cross,21,Male
799,Peter Onoja,Plateau,52,Male
800,Driscoll Adewumi,Delta,65,Male
801,Mark Balarabe,Edo,45,Male
802,Sybill Ajudua,Ebonyi,47,Male
803,Marsden Aderemi,Ebonyi,70,Male
804,Deacon Ameobi,Akwa,24,Male
805,Ahmed Bakare,Kogi,19,Male
806,Xander Aremu,Gombe,48,Male
807,Christian Ajudua,Kebbi,68,Male
808,Camille Olaoye,Sokoto,35,Male
809,Illana Aladefa,Kogi,24,Male
810,Nora Adarabioyo,Gombe,43,Male
811,Samson Ujah,Anambra,20,Male
812,Ulysses Ameobi,Plateau,63,Male
813,Rama Akinde,Ondo,60,Male
814,Ori Balarabe,Yobe,75,Male
815,Ciaran Coker,Ogun,74,Male
816,Oliver Adewusi,Ibom,49,Male
817,Chancellor Sofoluwe,Plateau,69,Male
818,Oprah Olunloyo,Borno,73,Male
819,Deanna Osakwe,Anambra,53,Male
820,Tanya Coker,Katsina,69,Male
821,Dominique Udoka,Lagos,64,Male
822,Maisie Adewusi,Kebbi,56,Male
823,Evan Abagun,Kwara,23,Male
824,Marshall Abaribe,Ibom,35,Male
825,Griffith Onyeama,Anambra,59,Male
826,Zephr Onoja,Sokoto,35,Male
827,Cooper Fuwape,Ogun,60,Male
828,Wanda Adarabioyo,River,73,Male
829,Aurelia Ameobi,Jigawa,46,Male
830,David Nwakaeme,Osun,39,Male
831,Elmo Olaoye,Nasarawa,39,Male
832,Kiara Ibekwe,Kano,66,Male
833,Iola Akinde,Ogun,42,Male
834,Denton Fuwape,Gombe,38,Male
835,Chase Oliha,Delta,70,Male
836,Hillary Balarabe,Jigawa,53,Male
837,Cain Adekugbe,Kebbi,67,Male
838,Alec Udoka,Kogi,39,Male
839,Brian Adewusi,Cross,49,Male
840,Zia Adewusi,River,66,Male
841,Karen Aladefa,Borno,38,Male
842,Violet Idonije,Ondo,64,Male
843,Caleb Idonije,Jigawa,52,Male
844,Hunter Olaoye,Osun,46,Male
845,Whitney Ogedegbe,Edo,19,Male
846,Sybil Chibuzor,Bayelsa,51,Male
847,Hermione Igbinoghene,Kebbi,65,Male
848,Nathaniel Adarabioyo,Gombe,52,Male
849,Kelsey Abagun,Rivers,53,Male
850,Ishmael Coker,Gombe,49,Male
851,Beau Nwakaeme,Taraba,36,Male
852,Grady Onoja,Ibom,31,Male
853,Haviva Oteh,Nasarawa,73,Male
854,Julian Chibuzor,Kogi,42,Male
855,Adrienne Sofoluwe,Bauchi,65,Male
856,Tanner Nwakaeme,Osun,37,Male
857,Arthur Anjorin,Edo,52,Male
858,Travis Makinde,Adamawa,34,Male
859,Adele Ujah,Ogun,23,Male
860,Nigel Oliha,Gombe,72,Male
861,Edward Ujah,Taraba,46,Male
862,Mallory Onyeama,Cross,32,Male
863,Alfonso Aneke,Yobe,33,Male
864,Vanna Ameobi,Lagos,37,Male
865,Evangeline Aremu,Bauchi,30,Male
866,Oren Ajudua,Sokoto,69,Male
867,Yvonne Laouali,River,70,Male
868,Renee Okojie,Rivers,28,Male
869,Whitney Nwakaeme,Ondo,47,Male
870,Kim Ogunode,Yobe,65,Male
871,Alyssa Ibekwe,Benue,55,Male
872,Penelope Gwarzo,Ogun,36,Male
873,Quentin Balarabe,Imo,50,Male
874,Meredith Adewusi,Osun,59,Male
875,Clark Adekugbe,Kwara,71,Male
876,Chandler Chibuzor,Jigawa,32,Male
877,Kirby Adekugbe,Yobe,57,Male
878,Demetrius Sofoluwe,Kano,43,Male
879,Barrett Adewusi,Ondo,34,Male
880,Alika Adewumi,Akwa,52,Male
881,Lunea Abadaki,Lagos,37,Male
882,Fletcher Osakwe,Taraba,34,Male
883,Melodie Nwakaeme,Katsina,39,Male
884,Colleen Olunloyo,Kano,70,Male
885,Hasad Aladefa,Ogun,45,Male
886,Keegan Ihemeje,River,53,Male
887,Micah Aneke,River,25,Male
888,Courtney Osakwe,Borno,38,Male
889,Ray Oteh,Ibom,21,Male
890,Joelle Aneke,Zamfara,60,Male
891,Laith Oteh,Zamfara,40,Male
892,Dillon Adejuyigbe,Ondo,59,Male
893,Gabriel Bakare,Akwa,52,Male
894,Scarlet Ibekwe,Kwara,33,Male
895,Mercedes Aladefa,Osun,26,Male
896,Linus Buraimoh,Nasarawa,64,Male
897,William Onyeama,Akwa,56,Male
898,Yoshio Adarabioyo,River,22,Male
899,John Aladefa,Yobe,64,Male
900,Vernon Aremu,Enugu,21,Male
901,Bevis Ihemeje,Enugu,68,Male
902,Stewart Fuwape,Katsina,40,Male
903,Jaquelyn Umelo,Ekiti,70,Male
904,Xanthus Aladefa,Edo,42,Male
905,Jasper Akinde,Nasarawa,52,Male
906,Kelly Maikori,Niger,72,Male
907,Mikayla Onoja,Taraba,72,Male
908,Jennifer Adekugbe,Akwa,72,Male
909,Nehru Aneke,Kogi,26,Male
910,Preston Aladefa,Abia,62,Male
911,Graham Bakare,Lagos,56,Male
912,Amos Olonisakin,Gombe,21,Male
913,Lee Onoja,Edo,44,Male
914,Illiana Idonije,Ibom,26,Male
915,Lane Makinde,Ondo,41,Male
916,Tamekah Igbinoghene,Ekiti,34,Male
917,Imelda Gwarzo,Ebonyi,26,Male
918,Jerry Olunloyo,Enugu,32,Male
919,Pamela Ihemeje,Benue,42,Male
920,Flynn Osakwe,Borno,74,Male
921,Lev Buraimoh,Akwa,27,Male
922,Echo Umelo,Bauchi,74,Male
923,Riley Ogedegbe,Plateau,56,Male
924,Elijah Aneke,Oyo,30,Male
925,Kasimir Maikori,Gombe,48,Male
926,Thaddeus Adekugbe,Sokoto,23,Male
927,Caesar Ibekwe,Niger,23,Male
928,Ray Abadaki,Kano,51,Male
929,Chantale Aneke,Benue,72,Male
930,Cassidy Oteh,Lagos,39,Male
931,Kane Oliha,Cross,54,Male
932,Nasim Adarabioyo,Nasarawa,26,Male
933,Alden Bakare,Kebbi,26,Male
934,Jermaine Coker,Niger,18,Male
935,Kadeem Abagun,Nasarawa,27,Male
936,McKenzie Gwarzo,Bayelsa,33,Male
937,Octavia Adekugbe,Borno,34,Male
938,Beverly Ayanbadejo,Akwa,66,Male
939,Fulton Chibuzor,Ibom,75,Male
940,Yardley Ofoedu,Ebonyi,41,Male
941,Lyle Balarabe,Ondo,51,Male
942,Gillian Adewumi,Gombe,21,Male
943,Reese Fuwape,Kaduna,53,Male
944,Halee Adejuyigbe,Borno,59,Male
945,Trevor Aremu,Ogun,60,Male
946,Colt Onyeama,Lagos,26,Male
947,Todd Ajudua,Zamfara,23,Male
948,Jordan Olunloyo,Nasarawa,43,Male
949,Nora Oliha,Akwa,25,Male
950,Declan Adekugbe,Ibom,29,Male
951,Michael Adarabioyo,Adamawa,54,Male
952,May Olunloyo,Bayelsa,31,Male
953,Scarlet Udoka,Edo,34,Male
954,Nadine Oteh,Enugu,19,Male
955,Daria Daramola,Nasarawa,38,Male
956,Kitra Ogedegbe,Adamawa,36,Male
957,Xena Olonisakin,Benue,19,Male
958,Vladimir Balarabe,Bauchi,26,Male
959,Richard Ameobi,Oyo,72,Male
960,Oliver Adejuyigbe,Osun,54,Male
961,Nash Adekugbe,Ondo,47,Male
962,Pearl Aremu,Ibom,27,Male
963,Colt Ihemeje,Oyo,42,Male
964,Hammett Idonije,Nasarawa,46,Male
965,Simone Nwakaeme,Edo,30,Male
966,Keiko Nwakaeme,Kogi,35,Male
967,Fallon Udoka,Adamawa,70,Male
968,Zephania Ofoedu,Enugu,25,Male
969,Dustin Adewumi,Borno,69,Male
970,Tiger Ayanbadejo,Akwa,62,Male
971,Audrey Ujah,Ondo,35,Male
972,Xavier Ayanbadejo,Akwa,29,Male
973,Tanya Ogedegbe,Akwa,59,Male
974,Aphrodite Ajudua,Enugu,41,Male
975,Ulla Onoja,Rivers,49,Male
976,Kirestin Adewumi,Borno,63,Male
977,Mira Adejuyigbe,Taraba,30,Male
978,Honorato Oliha,Borno,22,Male
979,Honorato Udoka,Ebonyi,25,Male
980,Kenneth Aremu,Adamawa,42,Male
981,Hyatt Daramola,Kano,61,Male
982,Zachary Gwarzo,Ekiti,26,Male
983,Deborah Anjorin,Ogun,22,Male
984,Zorita Coker,Plateau,63,Male
985,Amethyst Olaoye,Benue,44,Male
986,Kylynn Osakwe,Bauchi,66,Male
987,Gray Adejuyigbe,Benue,30,Male
988,Signe Aremu,Abia,59,Male
989,Desirae Ogunode,Katsina,21,Male
990,Melvin Anjorin,Lagos,51,Male
991,Jolene Olonisakin,Ogun,25,Male
992,Ashton Ameobi,Edo,36,Male
993,Eagan Olunloyo,Oyo,60,Male
994,Aquila Laouali,Benue,19,Male
995,Rama Nwakaeme,Cross,26,Male
996,Brent Umelo,Ekiti,23,Male
997,Elijah Adekugbe,Rivers,27,Male
998,Gloria Olaoye,Yobe,71,Male
999,Leilani Ameobi,Adamawa,71,Male
1000,Blaze Adeniran,Edo,30,Male
1001,Brynne Adewusi,Lagos,60,Male
1002,Harlan Igbinoghene,Kogi,42,Male
1003,Delilah Aneke,Osun,72,Male
1004,Lester Abadaki,Akwa,37,Male
1005,Justin Anjorin,Oyo,64,Male
1006,Vance Adejuyigbe,River,44,Male
1007,Griffith Umelo,Bauchi,44,Male
1008,Xaviera Adarabioyo,Sokoto,24,Male
1009,Caryn Coker,Anambra,51,Male
1010,Patience Onyeama,Benue,22,Male
1011,Christopher Okojie,Nasarawa,42,Male
1012,Bruce Adeniran,Ebonyi,24,Male
1013,Xenos Onyeama,Borno,30,Male
1014,Mufutau Olaoye,Anambra,68,Male
1015,Sara Ofoedu,Kogi,34,Male
1016,Gloria Laouali,Kebbi,31,Male
1017,Josiah Ofoedu,Benue,22,Male
1018,Jolene Abagun,Imo,29,Male
1019,Bethany Buraimoh,Kwara,39,Male
1020,Amir Oteh,Sokoto,73,Male
1021,Desirae Adarabioyo,Enugu,62,Male
1022,Gabriel Oliha,Benue,56,Male
1023,Ivana Sofoluwe,Borno,45,Male
1024,Dorian Idonije,Kano,32,Male
1025,Otto Chibuzor,Gombe,57,Male
1026,Nigel Fuwape,Benue,20,Male
1027,Abbot Olunloyo,Ibom,49,Male
1028,Igor Adarabioyo,Niger,54,Male
1029,Shafira Olunloyo,Katsina,28,Male
1030,Francis Ajudua,Gombe,62,Male
1031,Kylie Adejuyigbe,Kebbi,39,Male
1032,Jameson Ihemeje,Sokoto,60,Male
1033,Zeph Anjorin,Plateau,19,Male
1034,Adara Makinde,Ebonyi,19,Male
1035,Emi Anjorin,Cross,55,Male
1036,Alexander Ogunode,Imo,31,Male
1037,Isabella Buraimoh,Anambra,63,Male
1038,Grant Umelo,Enugu,22,Male
1039,Jackson Onyeama,Osun,58,Male
1040,Vance Ayanbadejo,Kwara,60,Male
1041,Logan Ogunode,Edo,20,Male
1042,Idola Oliha,Jigawa,49,Male
1043,Rama Olunloyo,Sokoto,63,Male
1044,Rae Gwarzo,Sokoto,27,Male
1045,Maggie Ameobi,Benue,59,Male
1046,Kellie Adejuyigbe,Delta,73,Male
1047,Felix Aremu,Bauchi,45,Male
1048,Heather Oteh,Rivers,66,Male
1049,Bernard Maikori,Rivers,27,Male
1050,Ralph Umelo,Rivers,71,Male
1051,Urielle Bakare,Benue,58,Male
1052,Louis Maikori,Kano,69,Male
1053,Cynthia Olunloyo,Imo,51,Male
1054,Russell Daramola,Cross,42,Male
1055,Dacey Ogedegbe,Abia,49,Male
1056,Lee Ogedegbe,Kogi,73,Male
1057,Ursa Onoja,Bayelsa,72,Male
1058,Talon Ajudua,Akwa,46,Male
1059,Vance Laouali,Kano,61,Male
1060,Shellie Ogedegbe,Sokoto,39,Male
1061,William Oliha,Ibom,40,Male
1062,Geraldine Adeniran,Niger,59,Male
1063,Bevis Ameobi,Yobe,74,Male
1064,Dolan Olunloyo,Enugu,68,Male
1065,Oscar Oliha,Kaduna,57,Male
1066,Mia Onyeama,Jigawa,46,Male
1067,Kyle Adewusi,Ebonyi,48,Male
1068,Yoshio Bakare,Bauchi,75,Male
1069,Oleg Makinde,River,48,Male
1070,Kathleen Abaribe,Gombe,46,Male
1071,Donna Maikori,Cross,49,Male
1072,Barrett Okojie,Ebonyi,23,Male
1073,Shelly Umelo,Plateau,32,Male
1074,Quemby Buraimoh,Gombe,58,Male
1075,Kaitlin Igbinoghene,Benue,37,Male
1076,Edward Ujah,Kebbi,63,Male
1077,Wade Bakare,Osun,42,Male
1078,Hasad Idonije,Gombe,66,Male
1079,Geoffrey Abagun,Ebonyi,23,Male
1080,Murphy Ogedegbe,Gombe,74,Male
1081,Octavius Nwakaeme,Rivers,66,Male
1082,Laura Bakare,Rivers,22,Male
1083,Coby Makinde,Katsina,18,Male
1084,Isaac Onyeama,Delta,41,Male
1085,Ferdinand Makinde,Kaduna,47,Male
1086,Hedda Chibuzor,Ebonyi,25,Male
1087,Arthur Adejuyigbe,Kwara,60,Male
1088,Ursula Adejuyigbe,Plateau,27,Male
1089,Beverly Ihemeje,Taraba,36,Male
1090,Gareth Maikori,Anambra,47,Male
1091,Quinlan Abadaki,Kogi,29,Male
1092,Herrod Laouali,Kebbi,72,Male
1093,Troy Abadaki,Kebbi,33,Male
1094,Donovan Akinde,Borno,68,Male
1095,Darryl Ayanbadejo,Jigawa,26,Male
1096,Amethyst Aderemi,Plateau,47,Male
1097,Paki Okojie,Benue,43,Male
1098,Anne Onoja,Anambra,57,Male
1099,Harrison Fuwape,Borno,18,Male
1100,Porter Ajudua,Kaduna,32,Male
1101,Dora Oliha,Borno,47,Male
1102,Harper Anjorin,Gombe,73,Male
1103,Cheyenne Adejuyigbe,Kano,27,Male
1104,Scott Adejuyigbe,Niger,26,Male
1105,Tashya Abaribe,Cross,26,Male
1106,Henry Abagun,Delta,54,Male
1107,Griffin Sofoluwe,Niger,42,Male
1108,Cheyenne Abagun,Rivers,67,Male
1109,Lionel Akinde,Rivers,33,Male
1110,Jillian Abaribe,Gombe,69,Male
1111,Madaline Olaoye,Ebonyi,58,Male
1112,Amena Adekugbe,Cross,64,Male
1113,Iris Adarabioyo,Osun,25,Male
1114,Fritz Aderemi,Kebbi,59,Male
1115,Harriet Adarabioyo,Sokoto,40,Male
1116,Rafael Maikori,Oyo,67,Male
1117,Rina Nwakaeme,Jigawa,51,Male
1118,Holmes Ofoedu,Yobe,36,Male
1119,Henry Olaoye,Niger,46,Male
1120,Jasper Ujah,Lagos,36,Male
1121,Hop Adewusi,Yobe,23,Male
1122,Ryan Idonije,Bayelsa,62,Male
1123,Herrod Gwarzo,Katsina,72,Male
1124,Alika Olaoye,Katsina,40,Male
1125,Shoshana Balarabe,Nasarawa,48,Male
1126,Halee Adewumi,Kogi,30,Male
1127,Jorden Abagun,Borno,65,Male
1128,Dacey Adewusi,Enugu,66,Male
1129,Wayne Onoja,Kaduna,26,Male
1130,Desiree Makinde,Jigawa,62,Male
1131,Camilla Aladefa,Delta,56,Male
1132,Kennan Makinde,Nasarawa,57,Male
1133,Kieran Oliha,Kogi,19,Male
1134,Meredith Ogunode,Edo,54,Male
1135,Zeus Aderemi,Cross,36,Male
1136,Odysseus Abaribe,Taraba,22,Male
1137,Aurelia Ogunode,Taraba,61,Male
1138,Beverly Ameobi,Edo,18,Male
1139,Jakeem Aneke,Bayelsa,37,Male
1140,Lisandra Oteh,Kano,70,Male
1141,Ivory Abagun,Gombe,65,Male
1142,Jane Gwarzo,Kano,23,Male
1143,Marsden Adejuyigbe,Akwa,67,Male
1144,Jaquelyn Abadaki,Edo,63,Male
1145,Rhona Sofoluwe,Zamfara,53,Male
1146,Ira Aneke,Niger,40,Male
1147,Alice Gwarzo,Oyo,43,Male
1148,Rahim Bakare,Ibom,66,Male
1149,Paul Ujah,Delta,55,Male
1150,Sawyer Olaoye,Anambra,69,Male
1151,Maggie Adejuyigbe,Jigawa,22,Male
1152,Clarke Ofoedu,Kano,68,Male
1153,Nathaniel Anjorin,Benue,72,Male
1154,Harrison Udoka,Ibom,49,Male
1155,Martina Adekugbe,Ogun,51,Male
1156,Dolan Coker,Anambra,44,Male
1157,Elliott Coker,Kano,22,Male
1158,Ruby Maikori,Ebonyi,37,Male
1159,Baker Abadaki,Akwa,73,Male
1160,Sandra Ofoedu,Edo,38,Male
1161,Jenette Olunloyo,River,25,Male
1162,Lester Nwakaeme,Cross,21,Male
1163,Tyrone Aneke,Ibom,37,Male
1164,Hamish Onoja,Sokoto,53,Male
1165,Jeremy Ibekwe,Cross,54,Male
1166,Hillary Fuwape,Bayelsa,53,Male
1167,Michael Onoja,Anambra,63,Male
1168,Yolanda Ihemeje,Oyo,37,Male
1169,Merrill Ogedegbe,Gombe,25,Male
1170,Mona Adewusi,Kogi,66,Male
1171,Rooney Ofoedu,Delta,49,Male
1172,Hyatt Adarabioyo,Bayelsa,25,Male
1173,Ivana Akinde,Ekiti,43,Male
1174,Chase Aneke,Gombe,41,Male
1175,Hilel Oliha,Nasarawa,68,Male
1176,Karly Adewumi,Osun,73,Male
1177,Renee Onoja,Osun,52,Male
1178,Mark Adeniran,River,63,Male
1179,Astra Abaribe,Borno,69,Male
1180,Ulla Aladefa,Delta,55,Male
1181,Jarrod Onyeama,Niger,69,Male
1182,Quail Abagun,Kogi,67,Male
1183,Porter Ayanbadejo,Lagos,70,Male
1184,Jessamine Fuwape,Borno,37,Male
1185,Brandon Adewumi,Borno,68,Male
1186,Quail Onoja,Rivers,26,Male
1187,Callie Abagun,Delta,22,Male
1188,Christine Anjorin,Bauchi,69,Male
1189,Vincent Aderemi,Delta,51,Male
1190,Kiayada Abagun,Kebbi,75,Male
1191,Amery Sofoluwe,Bauchi,36,Male
1192,Abdul Ameobi,Delta,30,Male
1193,Ann Buraimoh,Yobe,45,Male
1194,Igor Bakare,Osun,19,Male
1195,Malachi Ajudua,Adamawa,35,Male
1196,Rinah Adekugbe,Ondo,29,Male
1197,Nita Balarabe,Delta,46,Male
1198,Rashad Coker,Osun,67,Male
1199,Savannah Okojie,Niger,72,Male
1200,Ori Makinde,River,59,Male
1201,Joseph Coker,Borno,72,Male
1202,Hamilton Adekugbe,Kwara,35,Male
1203,Susan Coker,River,56,Male
1204,Branden Ameobi,Ondo,38,Male
1205,Yoshi Oliha,Imo,50,Male
1206,Keely Abadaki,Abia,51,Male
1207,Axel Aremu,Nasarawa,49,Male
1208,Alma Nwakaeme,Borno,24,Male
1209,Kelly Makinde,Delta,34,Male
1210,Xanthus Aderemi,Kano,23,Male
1211,Caryn Daramola,Nasarawa,45,Male
1212,Pearl Makinde,Yobe,64,Male
1213,Kiara Aremu,Ekiti,69,Male
1214,Jada Ujah,Katsina,59,Male
1215,Moses Aremu,Bauchi,74,Male
1216,Meghan Okojie,Katsina,73,Male
1217,Rigel Coker,Plateau,65,Male
1218,Fredericka Nwakaeme,Abia,69,Male
1219,Alexis Balarabe,Kaduna,61,Male
1220,Coby Akinde,Jigawa,29,Male
1221,MacKenzie Abadaki,Ondo,59,Male
1222,Kelly Olaoye,Jigawa,57,Male
1223,Ariana Oteh,Kaduna,39,Male
1224,Ursa Gwarzo,Lagos,67,Male
1225,Odysseus Ihemeje,Enugu,53,Male
1226,Dacey Ibekwe,Adamawa,61,Male
1227,Byron Olaoye,Osun,59,Male
1228,MacKenzie Abaribe,Zamfara,20,Male
1229,Regina Aladefa,Kaduna,62,Male
1230,Prescott Ihemeje,Ogun,29,Male
1231,Ivana Abaribe,Katsina,31,Male
1232,Karly Aladefa,Delta,75,Male
1233,Shad Ibekwe,Delta,35,Male
1234,Zorita Oliha,Ibom,42,Male
1235,Carl Olaoye,Imo,20,Male
1236,Dawn Ayanbadejo,Taraba,30,Male
1237,Lee Abagun,Benue,21,Male
1238,Benedict Chibuzor,Ibom,71,Male
1239,Wendy Umelo,Ondo,24,Male
1240,Lara Okojie,Ondo,48,Male
1241,Orson Ogedegbe,Sokoto,32,Male
1242,Tara Balarabe,Zamfara,25,Male
1243,Nicole Gwarzo,Ekiti,57,Male
1244,Linus Olaoye,Osun,28,Male
1245,Lars Fuwape,Delta,37,Male
1246,Inga Aladefa,Ekiti,36,Male
1247,Lillian Abaribe,Niger,23,Male
1248,Megan Fuwape,Katsina,36,Male
1249,Ira Fuwape,Kwara,69,Male
1250,Phillip Adarabioyo,Kogi,39,Male
1251,Gisela Ujah,Cross,48,Male
1252,Charity Laouali,Delta,32,Male
1253,Dahlia Abagun,Bauchi,24,Male
1254,Aidan Ofoedu,Kebbi,62,Male
1255,April Olaoye,Akwa,43,Male
1256,Charles Adewumi,Taraba,72,Male
1257,Kirby Onoja,River,54,Male
1258,Lynn Ayanbadejo,Rivers,21,Male
1259,Blossom Makinde,Bayelsa,46,Male
1260,Yuli Nwakaeme,Ibom,73,Male
1261,Malik Ayanbadejo,Kwara,55,Male
1262,Nash Abagun,Rivers,18,Male
1263,Kessie Olaoye,Oyo,58,Male
