CustomerID,Name,Age,Gender,State,Genre,Format,Device,Viewing_Frequency,Total_Viewing_Time,Plan,Monthly_Cost,Duration,Rating
1187,Callie Abagun,22,Male,Delta,News,TV-Shows,Browser,8,513697,Premium,5000,8,4
1188,Christine Anjorin,69,Male,Bauchi,Comedy,Live-Events,Decoder,5,24981,Premium,5000,4,4
1189,Vincent Aderemi,51,Male,Delta,Comedy,Live-Events,Browser,3,558574,Basic,2500,8,3
1190,Kiayada Abagun,75,Male,Kebbi,Cartoons,TV-Shows,Decoder,10,120095,Premium,5000,2,4
1191,Amery Sofoluwe,36,Male,Bauchi,Sports,TV-Shows,Decoder,0,320130,Premium,5000,10,2
1192,Abdul Ameobi,30,Male,Delta,Comedy,TV-Shows,Browser,4,594991,Premium,5000,10,4
1193,Ann Buraimoh,45,Male,Yobe,Comedy,TV-Shows,Tv-App,0,534175,Premium,5000,2,4
1194,Igor Bakare,19,Male,Osun,Cartoons,TV-Shows,Decoder,2,203661,Basic,2500,2,4
1195,Malachi Ajudua,35,Male,Adamawa,Talk-Shows,Live-Events,Mobile-App,0,83618,Premium,5000,11,5
1196,Rinah Adekugbe,29,Male,Ondo,Talk-Shows,Live-Events,Decoder,0,485387,Elite,10000,12,3
1197,Nita Balarabe,46,Male,Delta,Drama,TV-Shows,Decoder,7,445625,Basic,2500,5,3
1198,Rashad Coker,67,Male,Osun,Cartoons,Live-Events,Mobile-App,2,83421,Elite,10000,1,5
1199,Savannah Okojie,72,Male,Niger,Music,Live-Events,Mobile-App,10,192656,Elite,10000,10,3
1200,Ori Makinde,59,Male,River,Comedy,Live-Events,Decoder,1,452695,Basic,2500,5,3
1201,Joseph Coker,72,Male,Borno,Music,Live-Events,Browser,1,114855,Premium,5000,9,5
1202,Hamilton Adekugbe,35,Male,Kwara,Reality,Live-Events,Decoder,5,219684,Premium,5000,12,2
1203,Susan Coker,56,Male,River,Comedy,TV-Shows,Browser,4,527629,Premium,5000,10,1
1204,Branden Ameobi,38,Male,Ondo,Action,TV-Shows,Tv-App,9,348350,Basic,2500,3,3
1205,Yoshi Oliha,50,Male,Imo,Cartoons,Live-Events,Tv-App,9,581106,Premium,5000,2,2
1206,Keely Abadaki,51,Male,Abia,News,TV-Shows,Tv-App,1,206738,Premium,5000,5,5
1207,Axel Aremu,49,Male,Nasarawa,Comedy,TV-Shows,Tv-App,2,483444,Basic,2500,7,2
1208,Alma Nwakaeme,24,Male,Borno,Drama,TV-Shows,Tv-App,2,438890,Premium,5000,6,4
1209,Kelly Makinde,34,Male,Delta,Action,Live-Events,Browser,5,421748,Elite,10000,9,2
1210,Xanthus Aderemi,23,Male,Kano,Comedy,TV-Shows,Decoder,9,125488,Basic,2500,6,1
1211,Caryn Daramola,45,Male,Nasarawa,Comedy,TV-Shows,Decoder,0,215627,Elite,10000,5,4
1212,Pearl Makinde,64,Male,Yobe,Cartoons,TV-Shows,Tv-App,10,594968,Basic,2500,5,2
1213,Kiara Aremu,69,Male,Ekiti,Religion,Live-Events,Tv-App,8,385503,Basic,2500,4,2
1214,Jada Ujah,59,Male,Katsina,Documentaries,Live-Events,Decoder,4,466053,Premium,5000,9,3
1215,Moses Aremu,74,Male,Bauchi,Cartoons,TV-Shows,Mobile-App,4,53784,Premium,5000,5,4
1216,Meghan Okojie,73,Male,Katsina,Cartoons,TV-Shows,Decoder,6,99929,Basic,2500,4,1
1217,Rigel Coker,65,Male,Plateau,Talk-Shows,TV-Shows,Tv-App,2,378530,Premium,5000,6,4
1218,Fredericka Nwakaeme,69,Male,Abia,Sports,Live-Events,Tv-App,3,558957,Premium,5000,9,5
1219,Alexis Balarabe,61,Male,Kaduna,Sports,Live-Events,Tv-App,7,301892,Premium,5000,3,4
1220,Coby Akinde,29,Male,Jigawa,Talk-Shows,Live-Events,Browser,9,483148,Basic,2500,11,2
1221,MacKenzie Abadaki,59,Male,Ondo,News,Live-Events,Decoder,9,550432,Premium,5000,12,3
1222,Kelly Olaoye,57,Male,Jigawa,Drama,Live-Events,Browser,7,205551,Elite,10000,10,2
1223,Ariana Oteh,39,Male,Kaduna,Drama,TV-Shows,Browser,6,569339,Premium,5000,4,2
1224,Ursa Gwarzo,67,Male,Lagos,Comedy,TV-Shows,Browser,5,165617,Basic,2500,12,1
1225,Odysseus Ihemeje,53,Male,Enugu,Talk-Shows,TV-Shows,Decoder,5,283103,Elite,10000,5,5
1226,Dacey Ibekwe,61,Male,Adamawa,Comedy,Live-Events,Tv-App,8,317731,Elite,10000,8,2
1227,Byron Olaoye,59,Male,Osun,Comedy,TV-Shows,Mobile-App,0,47170,Premium,5000,10,4
1228,MacKenzie Abaribe,20,Male,Zamfara,Music,Live-Events,Tv-App,6,122279,Premium,5000,3,3
1229,Regina Aladefa,62,Male,Kaduna,Comedy,TV-Shows,Tv-App,1,65456,Premium,5000,10,3
1230,Prescott Ihemeje,29,Male,Ogun,Comedy,Live-Events,Decoder,8,561122,Premium,5000,10,2
1231,Ivana Abaribe,31,Male,Katsina,Action,Live-Events,Decoder,10,400729,Elite,10000,11,4
1232,Karly Aladefa,75,Male,Delta,Sports,TV-Shows,Browser,8,231170,Premium,5000,4,2
1233,Shad Ibekwe,35,Male,Delta,News,TV-Shows,Tv-App,9,532353,Premium,5000,2,3
1234,Zorita Oliha,42,Male,Ibom,Drama,TV-Shows,Tv-App,0,35343,Basic,2500,10,4
1235,Carl Olaoye,20,Male,Imo,Comedy,TV-Shows,Decoder,10,151039,Premium,5000,9,5
1236,Dawn Ayanbadejo,30,Male,Taraba,News,Live-Events,Tv-App,0,482130,Premium,5000,4,2
1237,Lee Abagun,21,Male,Benue,Sports,TV-Shows,Decoder,3,534476,Premium,5000,10,4
1238,Benedict Chibuzor,71,Male,Ibom,Music,TV-Shows,Mobile-App,3,158003,Elite,10000,3,5
1239,Wendy Umelo,24,Male,Ondo,Talk-Shows,TV-Shows,Browser,0,584997,Elite,10000,1,3
1240,Lara Okojie,48,Male,Ondo,News,TV-Shows,Browser,9,138365,Premium,5000,8,4
1241,Orson Ogedegbe,32,Male,Sokoto,Action,Live-Events,Browser,0,121016,Basic,2500,3,5
1242,Tara Balarabe,25,Male,Zamfara,Documentaries,TV-Shows,Tv-App,10,92317,Premium,5000,11,2
1243,Nicole Gwarzo,57,Male,Ekiti,Talk-Shows,TV-Shows,Browser,5,530515,Basic,2500,5,4
1244,Linus Olaoye,28,Male,Osun,Cartoons,Live-Events,Tv-App,9,508620,Premium,5000,4,2
1245,Lars Fuwape,37,Male,Delta,Drama,Live-Events,Decoder,8,512946,Elite,10000,10,2
1246,Inga Aladefa,36,Male,Ekiti,Drama,TV-Shows,Decoder,3,297487,Premium,5000,11,2
1247,Lillian Abaribe,23,Male,Niger,Action,TV-Shows,Decoder,1,293109,Basic,2500,6,5
1248,Megan Fuwape,36,Male,Katsina,Comedy,Live-Events,Decoder,9,539749,Premium,5000,5,3
1249,Ira Fuwape,69,Male,Kwara,News,TV-Shows,Decoder,8,345142,Premium,5000,6,2
1250,Phillip Adarabioyo,39,Male,Kogi,Action,Live-Events,Tv-App,2,97966,Premium,5000,5,2
1251,Gisela Ujah,48,Male,Cross,Talk-Shows,Live-Events,Decoder,7,518310,Premium,5000,9,3
1252,Charity Laouali,32,Male,Delta,Action,Live-Events,Tv-App,6,424657,Premium,5000,11,1
1253,Dahlia Abagun,24,Male,Bauchi,Action,Live-Events,Decoder,10,131199,Premium,5000,12,5
1254,Aidan Ofoedu,62,Male,Kebbi,Reality,Live-Events,Decoder,1,113119,Elite,10000,2,4
1255,April Olaoye,43,Male,Akwa,Drama,Live-Events,Tv-App,10,562020,Elite,10000,3,3
1256,Charles Adewumi,72,Male,Taraba,Comedy,TV-Shows,Decoder,2,539394,Basic,2500,4,3
1257,Kirby Onoja,54,Male,River,Religion,Live-Events,Decoder,3,136014,Elite,10000,8,4
1258,Lynn Ayanbadejo,21,Male,Rivers,Sports,Live-Events,Tv-App,1,122567,Premium,5000,11,1
1259,Blossom Makinde,46,Male,Bayelsa,Comedy,Live-Events,Decoder,7,556655,Elite,10000,2,5
1260,Yuli Nwakaeme,73,Male,Ibom,Action,TV-Shows,Tv-App,2,262121,Premium,5000,11,2
1261,Malik Ayanbadejo,55,Male,Kwara,Reality,Live-Events,Decoder,5,121637,Basic,2500,1,1
1262,Nash Abagun,18,Male,Rivers,Drama,TV-Shows,Tv-App,8,501188,Elite,10000,6,2
1263,Kessie Olaoye,58,Male,Oyo,News,TV-Shows,Browser,2,513447,Premium,5000,8,2
1264,Nigel Abaribe,60,Male,Ibom,Comedy,Live-Events,Decoder,9,581191,Elite,10000,12,3
1265,Regina Anjorin,43,Male,Ekiti,Reality,TV-Shows,Tv-App,7,479373,Premium,5000,3,1
1266,Jeanette Abagun,54,Male,Oyo,Music,Live-Events,Decoder,7,407152,Premium,5000,11,4
1267,Ross Oliha,58,Male,Imo,Documentaries,TV-Shows,Decoder,3,81142,Elite,10000,3,1
1268,Olympia Olunloyo,30,Male,Plateau,Talk-Shows,Live-Events,Decoder,0,498025,Premium,5000,9,5
1269,Sawyer Chibuzor,61,Male,Kebbi,Comedy,TV-Shows,Decoder,8,476133,Elite,10000,9,2
1270,Tasha Abaribe,30,Male,Gombe,Comedy,Live-Events,Decoder,1,24189,Elite,10000,5,3
1271,Ruby Sofoluwe,53,Male,Taraba,Action,TV-Shows,Tv-App,2,222855,Basic,2500,4,2
1272,Kevyn Chibuzor,42,Male,Niger,Documentaries,Live-Events,Tv-App,1,183349,Premium,5000,3,2
1273,Leilani Ogedegbe,69,Male,River,Drama,TV-Shows,Decoder,10,158036,Premium,5000,6,3
1274,Darrel Abadaki,18,Male,Rivers,Documentaries,TV-Shows,Tv-App,10,347796,Premium,5000,4,4
1275,Blythe Adeniran,51,Male,Kaduna,Documentaries,Live-Events,Decoder,9,237990,Premium,5000,9,1
1276,Judah Buraimoh,37,Male,Adamawa,Drama,TV-Shows,Mobile-App,4,186362,Premium,5000,10,4
1277,Colleen Igbinoghene,70,Male,Kebbi,Talk-Shows,TV-Shows,Decoder,1,343994,Premium,5000,10,3
1278,Nita Chibuzor,72,Male,Cross,Action,TV-Shows,Decoder,6,246300,Premium,5000,8,3
1279,Daria Maikori,64,Male,Nasarawa,Cartoons,TV-Shows,Browser,4,549717,Elite,10000,6,1
1280,Hoyt Abadaki,32,Male,Kaduna,Documentaries,TV-Shows,Mobile-App,3,550758,Premium,5000,6,4
1281,Rashad Ogedegbe,61,Male,Ebonyi,Action,TV-Shows,Decoder,0,104452,Premium,5000,2,1
1282,Tatyana Laouali,36,Male,Borno,Comedy,TV-Shows,Browser,0,449627,Premium,5000,11,2
1283,Alvin Ofoedu,61,Male,River,News,Live-Events,Decoder,2,3547,Premium,5000,8,1
1284,Cheyenne Anjorin,42,Male,Kebbi,Comedy,TV-Shows,Tv-App,7,19154,Elite,10000,3,3
1285,Reagan Udoka,44,Male,Lagos,Talk-Shows,Live-Events,Tv-App,8,83598,Premium,5000,3,3
1286,Alden Fuwape,65,Male,Akwa,Reality,TV-Shows,Decoder,4,140731,Premium,5000,11,4
1287,Aquila Ayanbadejo,59,Male,Ebonyi,Documentaries,Live-Events,Decoder,11,490825,Premium,5000,7,2
1288,Hermione Oteh,30,Male,Adamawa,Action,TV-Shows,Decoder,2,564879,Premium,5000,9,1
1289,Judith Adarabioyo,52,Male,Ibom,Music,Live-Events,Decoder,1,246685,Premium,5000,3,4
1290,Prescott Ayanbadejo,35,Male,Jigawa,Religion,Live-Events,Decoder,6,91793,Premium,5000,4,3
1291,Jocelyn Aneke,71,Male,Delta,Reality,Live-Events,Tv-App,7,500539,Premium,5000,11,4
1292,Colton Abagun,73,Male,Delta,News,Live-Events,Decoder,6,200478,Basic,2500,4,5
1293,Leonard Coker,72,Male,Imo,News,TV-Shows,Tv-App,6,96720,Basic,2500,10,2
1294,Ramona Igbinoghene,70,Male,Ibom,Comedy,Live-Events,Mobile-App,2,320248,Elite,10000,10,4
1295,Shaeleigh Onyeama,47,Male,Ondo,Reality,TV-Shows,Browser,10,391950,Premium,5000,5,3
1296,Hop Ibekwe,30,Male,Gombe,Music,TV-Shows,Decoder,7,408589,Premium,5000,4,3
1297,Josephine Maikori,22,Male,Imo,Sports,TV-Shows,Decoder,0,514471,Basic,2500,7,3
1298,Lacota Laouali,45,Male,Lagos,Comedy,Live-Events,Tv-App,10,425108,Premium,5000,11,2
1299,Bruce Maikori,19,Male,Plateau,Reality,Live-Events,Browser,5,89707,Premium,5000,11,4
1300,Dieter Ogedegbe,21,Male,Imo,Music,Live-Events,Tv-App,5,436944,Elite,10000,12,2
1301,Kibo Oliha,60,Male,Bayelsa,Music,TV-Shows,Browser,9,554266,Elite,10000,2,4
1302,Arsenio Umelo,63,Male,Ibom,Talk-Shows,Live-Events,Decoder,4,344945,Basic,2500,3,3
1303,Shad Ogedegbe,53,Male,Katsina,Comedy,TV-Shows,Tv-App,6,15361,Elite,10000,7,5
1304,Alyssa Coker,65,Male,Akwa,Drama,Live-Events,Tv-App,6,422706,Elite,10000,10,3
1305,Susan Maikori,27,Male,Katsina,Sports,TV-Shows,Decoder,3,249246,Premium,5000,9,4
1306,Alexandra Onoja,26,Male,Delta,Documentaries,TV-Shows,Decoder,9,551483,Premium,5000,11,5
1307,Athena Oteh,61,Male,Adamawa,News,TV-Shows,Browser,10,569847,Premium,5000,9,4
1308,Jeanette Udoka,33,Male,Kebbi,Comedy,Live-Events,Tv-App,2,105103,Premium,5000,3,5
1309,Amelia Bakare,44,Male,Ebonyi,Cartoons,Live-Events,Tv-App,2,298558,Elite,10000,10,3
1310,Iona Adekugbe,36,Male,Kebbi,Comedy,Live-Events,Decoder,5,239650,Premium,5000,7,4
1311,Angela Oliha,62,Male,Niger,Religion,Live-Events,Tv-App,3,157233,Premium,5000,10,4
1312,Alea Osakwe,60,Male,Plateau,Music,TV-Shows,Tv-App,2,303666,Premium,5000,2,2
1313,Debra Onyeama,55,Male,Ondo,Talk-Shows,Live-Events,Tv-App,8,325841,Basic,2500,2,3
1314,Petra Osakwe,47,Male,Borno,Cartoons,TV-Shows,Mobile-App,8,207348,Basic,2500,12,4
1315,Jasper Osakwe,45,Male,Niger,Documentaries,Live-Events,Decoder,8,341036,Premium,5000,3,1
1316,Christen Ameobi,27,Male,Jigawa,Music,Live-Events,Tv-App,9,3134,Basic,2500,9,4
1317,Dana Gwarzo,36,Male,Edo,Drama,Live-Events,Tv-App,7,400474,Premium,5000,8,4
1318,Rajah Aladefa,58,Male,Lagos,Comedy,Live-Events,Decoder,2,265436,Premium,5000,3,4
1319,Rashad Igbinoghene,23,Male,Plateau,Sports,Live-Events,Decoder,11,193367,Premium,5000,9,4
1320,Stephen Aneke,52,Male,Sokoto,Documentaries,TV-Shows,Tv-App,8,169790,Premium,5000,5,2
1321,Melyssa Idonije,39,Male,Anambra,Talk-Shows,Live-Events,Mobile-App,4,389585,Premium,5000,1,5
1322,Dillon Laouali,31,Male,Adamawa,Cartoons,TV-Shows,Tv-App,10,191870,Basic,2500,5,1
1323,Myra Sofoluwe,25,Male,Edo,News,TV-Shows,Tv-App,10,414450,Premium,5000,2,3
1324,Quemby Onyeama,38,Male,Lagos,Comedy,TV-Shows,Tv-App,10,237350,Elite,10000,3,2
1325,Orli Akinde,70,Male,Rivers,Sports,Live-Events,Decoder,10,83051,Elite,10000,4,2
1326,Akeem Abadaki,35,Male,Kogi,Cartoons,Live-Events,Decoder,6,365481,Basic,2500,9,1
1327,Raja Daramola,32,Male,Jigawa,Comedy,Live-Events,Browser,1,378905,Premium,5000,6,4
1328,Angelica Aladefa,67,Male,Zamfara,Talk-Shows,TV-Shows,Mobile-App,8,526257,Premium,5000,7,2
1329,Jakeem Ofoedu,37,Male,Enugu,Music,Live-Events,Tv-App,3,326051,Premium,5000,5,2
1330,Jerry Gwarzo,38,Male,Lagos,Documentaries,Live-Events,Tv-App,2,168369,Premium,5000,8,4
1331,Felix Anjorin,52,Male,Ibom,News,Live-Events,Tv-App,4,463993,Premium,5000,2,3
1332,Barclay Chibuzor,32,Male,Bauchi,Sports,Live-Events,Decoder,8,396695,Elite,10000,3,5
1333,Roth Umelo,26,Male,Abia,Drama,Live-Events,Tv-App,7,69300,Basic,2500,4,4
1334,Quinn Ameobi,60,Male,Oyo,Action,TV-Shows,Tv-App,0,301010,Elite,10000,10,4
1335,Garrett Olonisakin,40,Male,Gombe,Action,TV-Shows,Decoder,10,513763,Premium,5000,7,2
1336,Leandra Aladefa,27,Male,Ondo,Cartoons,Live-Events,Browser,10,245740,Premium,5000,7,1
1337,Hanae Anjorin,72,Male,Kwara,Sports,Live-Events,Decoder,2,483439,Basic,2500,6,3
1338,Regan Daramola,73,Male,Kogi,Comedy,Live-Events,Mobile-App,3,275858,Basic,2500,7,4
1339,Reese Aladefa,19,Male,Rivers,Documentaries,TV-Shows,Decoder,4,160733,Elite,10000,6,3
1340,Reed Oliha,63,Male,Akwa,Comedy,TV-Shows,Tv-App,9,111684,Premium,5000,4,4
1341,Audrey Gwarzo,30,Male,Akwa,Music,Live-Events,Mobile-App,8,456517,Premium,5000,3,3
1342,Yvette Osakwe,53,Male,Edo,Music,Live-Events,Tv-App,3,529912,Premium,5000,7,3
1343,Marcia Oliha,33,Male,Kwara,Documentaries,Live-Events,Mobile-App,1,336048,Basic,2500,4,4
1344,Chelsea Buraimoh,34,Male,Enugu,Comedy,Live-Events,Mobile-App,2,186354,Basic,2500,7,4
1345,Petra Onyeama,42,Male,Kogi,Sports,TV-Shows,Tv-App,4,529712,Premium,5000,3,4
1346,Evan Adeniran,64,Male,Kaduna,Comedy,Live-Events,Tv-App,10,451796,Premium,5000,2,3
1347,Darrel Abagun,47,Male,Plateau,Reality,Live-Events,Tv-App,7,106965,Premium,5000,6,2
1348,Marny Okojie,42,Male,Sokoto,Reality,Live-Events,Tv-App,1,237337,Premium,5000,10,1
1349,Germane Udoka,74,Male,Osun,Action,TV-Shows,Tv-App,2,256422,Premium,5000,10,2
1350,Brooke Adejuyigbe,56,Male,Cross,Action,Live-Events,Tv-App,7,238370,Basic,2500,3,2
1351,Hadassah Nwakaeme,40,Male,Yobe,Comedy,Live-Events,Browser,3,503184,Premium,5000,7,4
1352,Brett Ameobi,60,Male,Niger,Comedy,TV-Shows,Browser,4,69475,Elite,10000,5,3
1353,Clarke Olaoye,71,Male,Sokoto,Talk-Shows,TV-Shows,Mobile-App,10,1999,Premium,5000,2,4
1354,Curran Umelo,62,Male,Enugu,Documentaries,Live-Events,Tv-App,3,345348,Basic,2500,9,4
1355,Dana Anjorin,41,Male,Benue,Drama,TV-Shows,Browser,2,430775,Basic,2500,6,2
1356,Cadman Adewumi,59,Male,Lagos,Comedy,Live-Events,Mobile-App,3,481727,Premium,5000,9,4
1357,Patience Aladefa,25,Male,Taraba,Reality,TV-Shows,Decoder,7,324832,Elite,10000,3,3
1358,Ciaran Ibekwe,64,Male,Anambra,Action,TV-Shows,Mobile-App,6,81005,Basic,2500,3,3
1359,Jason Oteh,44,Male,Plateau,Reality,TV-Shows,Tv-App,1,96038,Elite,10000,8,4
1360,Nero Igbinoghene,18,Male,Taraba,Cartoons,Live-Events,Tv-App,9,204023,Premium,5000,12,1
1361,Rachel Adejuyigbe,65,Male,Ebonyi,News,Live-Events,Decoder,6,442090,Elite,10000,7,4
1362,Lacy Balarabe,50,Male,River,Sports,TV-Shows,Decoder,7,439586,Basic,2500,7,4
1363,Naomi Nwakaeme,29,Male,Ebonyi,Sports,TV-Shows,Tv-App,0,585379,Basic,2500,4,5
1364,Aladdin Aneke,57,Male,Ibom,News,TV-Shows,Tv-App,7,475483,Basic,2500,5,1
1365,Jessica Aderemi,65,Male,Kogi,News,Live-Events,Mobile-App,5,219568,Premium,5000,3,5
1366,Cole Balarabe,43,Male,Ekiti,Sports,Live-Events,Tv-App,6,100372,Premium,5000,1,2
1367,Amelia Aremu,50,Male,Taraba,Comedy,TV-Shows,Browser,3,136907,Premium,5000,11,4
1368,Nathaniel Udoka,21,Male,Adamawa,Drama,TV-Shows,Browser,5,8192,Elite,10000,5,4
1369,Mara Aladefa,60,Male,Nasarawa,Talk-Shows,TV-Shows,Tv-App,4,549747,Premium,5000,9,3
1370,Athena Daramola,26,Male,Abia,News,TV-Shows,Tv-App,2,274638,Elite,10000,2,5
1371,Jonas Balarabe,31,Male,Ogun,Comedy,Live-Events,Decoder,4,14552,Premium,5000,7,2
1372,Sylvia Maikori,63,Male,Imo,Music,Live-Events,Browser,10,214051,Basic,2500,11,2
1373,Hermione Umelo,74,Male,Lagos,Religion,Live-Events,Tv-App,1,190982,Premium,5000,5,5
1374,Neil Adewumi,34,Male,Adamawa,Talk-Shows,Live-Events,Decoder,2,557724,Elite,10000,2,2
1375,Blythe Olunloyo,61,Male,Akwa,Documentaries,TV-Shows,Tv-App,2,509331,Basic,2500,10,3
1376,Kylan Aderemi,62,Male,Ebonyi,Music,Live-Events,Tv-App,9,575897,Premium,5000,8,2
1377,Baxter Adejuyigbe,52,Male,Kogi,Comedy,TV-Shows,Browser,7,185638,Premium,5000,2,3
1378,Francesca Ofoedu,30,Male,Plateau,Cartoons,Live-Events,Browser,8,255860,Premium,5000,9,4
1379,Harding Ihemeje,68,Male,Kano,Sports,Live-Events,Decoder,9,437535,Elite,10000,11,3
1380,Merritt Osakwe,67,Male,Delta,Reality,TV-Shows,Mobile-App,3,28939,Premium,5000,11,2
1381,Nissim Ibekwe,31,Male,Ebonyi,News,TV-Shows,Tv-App,7,480906,Premium,5000,7,3
1382,Madonna Daramola,50,Male,Anambra,Music,TV-Shows,Tv-App,2,503324,Basic,2500,4,1
1383,William Bakare,42,Male,Jigawa,Documentaries,TV-Shows,Mobile-App,6,60080,Premium,5000,8,2
1384,Philip Osakwe,44,Male,Gombe,Reality,Live-Events,Tv-App,11,489277,Premium,5000,8,1
1385,Orla Adewusi,54,Male,Taraba,Action,TV-Shows,Tv-App,2,58578,Basic,2500,2,3
1386,Tyrone Laouali,57,Male,Bayelsa,Reality,TV-Shows,Mobile-App,2,347104,Premium,5000,7,2
1387,Ray Laouali,57,Male,Cross,Music,Live-Events,Mobile-App,6,100599,Elite,10000,6,1
1388,Linda Aneke,72,Male,Ibom,Reality,TV-Shows,Mobile-App,3,13942,Premium,5000,2,5
1389,Brian Nwakaeme,32,Male,Cross,Drama,TV-Shows,Tv-App,0,308328,Basic,2500,8,3
1390,Leroy Balarabe,58,Male,Katsina,Comedy,TV-Shows,Decoder,9,359301,Premium,5000,3,2
1391,Callum Buraimoh,39,Male,Ekiti,Comedy,TV-Shows,Browser,4,26911,Premium,5000,10,2
1392,Price Ameobi,39,Male,Borno,Sports,TV-Shows,Tv-App,10,543954,Elite,10000,12,2
1393,Dennis Laouali,69,Male,Borno,Sports,TV-Shows,Tv-App,5,298905,Premium,5000,6,3
1394,Seth Olunloyo,64,Male,Kano,Documentaries,Live-Events,Browser,2,575306,Premium,5000,7,2
1395,Callie Oliha,27,Male,Osun,Action,Live-Events,Decoder,2,462116,Premium,5000,4,4
1396,Macon Laouali,29,Male,Osun,Reality,TV-Shows,Decoder,3,234442,Elite,10000,6,4
1397,Carolyn Abagun,27,Male,Nasarawa,Comedy,Live-Events,Tv-App,3,265306,Premium,5000,1,5
1398,James Fuwape,54,Male,Kebbi,Documentaries,TV-Shows,Decoder,6,251600,Elite,10000,8,2
1399,Dora Adejuyigbe,57,Male,Sokoto,Documentaries,TV-Shows,Decoder,6,375410,Premium,5000,2,2
1400,Ciaran Ofoedu,64,Male,Oyo,Talk-Shows,TV-Shows,Decoder,7,560447,Premium,5000,4,4
1401,Castor Osakwe,68,Male,Lagos,Reality,Live-Events,Decoder,5,226661,Premium,5000,6,4
1402,Blaze Olaoye,63,Male,Enugu,Action,TV-Shows,Mobile-App,3,421394,Basic,2500,9,4
1403,Dahlia Buraimoh,52,Male,Abia,News,TV-Shows,Decoder,8,349518,Basic,2500,10,3
1404,Victoria Okojie,55,Male,Rivers,Action,Live-Events,Tv-App,5,193203,Premium,5000,5,4
1405,Cassidy Anjorin,48,Male,Kano,Comedy,TV-Shows,Tv-App,4,363736,Basic,2500,2,3
1406,Brenna Nwakaeme,71,Male,River,News,TV-Shows,Tv-App,10,496860,Premium,5000,10,5
1407,Ezekiel Bakare,39,Male,Abia,News,TV-Shows,Decoder,5,114959,Elite,10000,5,5
1408,Jane Balarabe,65,Male,Yobe,Action,TV-Shows,Decoder,1,407884,Basic,2500,3,5
1409,Stuart Adewumi,50,Male,Ondo,Drama,TV-Shows,Browser,7,294354,Elite,10000,2,1
1410,Ivan Olaoye,19,Male,Ogun,News,Live-Events,Tv-App,1,568145,Premium,5000,12,1
1411,Blossom Aderemi,28,Male,Benue,Music,TV-Shows,Mobile-App,1,418961,Premium,5000,11,2
1412,Allen Olonisakin,58,Male,Ibom,Music,TV-Shows,Mobile-App,6,568688,Elite,10000,5,1
1413,Warren Oteh,57,Male,Ondo,Talk-Shows,Live-Events,Decoder,4,450869,Premium,5000,7,1
1414,Caesar Umelo,65,Male,River,News,Live-Events,Browser,3,53322,Premium,5000,11,3
1415,Mechelle Oteh,41,Male,Kebbi,Sports,TV-Shows,Tv-App,9,199175,Premium,5000,7,3
1416,Shellie Daramola,61,Male,Edo,Sports,TV-Shows,Tv-App,8,323159,Premium,5000,3,4
1417,Daryl Makinde,72,Male,Sokoto,Comedy,Live-Events,Decoder,6,171060,Premium,5000,9,2
1418,Ainsley Buraimoh,47,Male,Bayelsa,Sports,TV-Shows,Mobile-App,10,81260,Premium,5000,3,4
1419,Aaron Adewusi,73,Male,Katsina,Talk-Shows,TV-Shows,Decoder,1,185386,Premium,5000,6,3
1420,Axel Aneke,23,Male,Enugu,Talk-Shows,Live-Events,Decoder,3,551820,Premium,5000,9,3
1421,Wynter Daramola,47,Male,Rivers,Documentaries,TV-Shows,Browser,1,111996,Elite,10000,6,5
1422,Anjolie Igbinoghene,54,Male,Benue,Music,TV-Shows,Decoder,11,523752,Premium,5000,5,2
1423,Axel Ihemeje,70,Male,Delta,Action,Live-Events,Tv-App,8,92580,Basic,2500,5,3
1424,Ryder Adarabioyo,35,Male,Lagos,Talk-Shows,Live-Events,Tv-App,3,541239,Premium,5000,9,2
1425,Beatrice Ajudua,48,Male,Enugu,Comedy,Live-Events,Tv-App,7,353875,Elite,10000,7,1
1426,Debra Adeniran,48,Male,Yobe,Documentaries,TV-Shows,Mobile-App,4,21541,Elite,10000,9,2
1427,Colton Oteh,66,Male,Katsina,Cartoons,Live-Events,Browser,8,75293,Premium,5000,4,3
1428,Nero Adewumi,45,Male,Kebbi,Comedy,TV-Shows,Mobile-App,6,291980,Basic,2500,11,2
1429,Jeanette Oteh,32,Male,Anambra,Cartoons,TV-Shows,Decoder,5,331314,Premium,5000,7,1
1430,Iliana Anjorin,71,Male,Ibom,Sports,TV-Shows,Tv-App,5,470758,Premium,5000,10,2
1431,Sandra Ofoedu,60,Male,Kebbi,Religion,TV-Shows,Browser,2,57324,Elite,10000,12,2
1432,Paki Sofoluwe,54,Male,Taraba,Talk-Shows,TV-Shows,Tv-App,10,138854,Elite,10000,12,3
1433,Dane Oteh,72,Male,Adamawa,Action,TV-Shows,Tv-App,10,504607,Basic,2500,3,4
1434,Veda Oteh,45,Male,Cross,Documentaries,Live-Events,Decoder,2,165709,Elite,10000,10,3
1435,Cain Daramola,49,Male,Jigawa,Documentaries,Live-Events,Decoder,9,166942,Premium,5000,6,4
1436,Kylan Coker,18,Male,Ogun,Action,Live-Events,Tv-App,3,538267,Elite,10000,8,4
1437,Lyle Olaoye,35,Male,Cross,Cartoons,Live-Events,Tv-App,4,121539,Premium,5000,3,3
